epoch,train_loss,train_acc,val_loss,val_acc
0,1.9373011589050293,0,1.698588252067566,0.3791999816894531
1,1.5189322382211685,0,1.3908449411392212,0.5056999921798706
2,1.2056228518486023,0,1.3976880311965942,0.5266000032424927
3,1.04403056204319,0,1.0216174125671387,0.649399995803833
4,0.8772367760539055,0,0.8334506154060364,0.7157000005245209
5,0.7331605809075492,0,0.7911734580993652,0.7260000109672546
6,0.7019921019673347,0,0.68509441614151,0.7659000009298325
7,0.6447376906871796,0,0.7564956545829773,0.746399998664856
8,0.5629247464239597,0,0.749748170375824,0.7501000016927719
9,0.5867082253098488,0,0.7142294645309448,0.7679000049829483
10,0.5389528758823872,0,0.7161815166473389,0.7710999995470047
11,0.4950760304927826,0,0.6503084301948547,0.7823999971151352
12,0.512905191630125,0,0.5719091892242432,0.806999996304512
13,0.46676040813326836,0,0.7080785036087036,0.7627999931573868
14,0.5293831937015057,0,0.5932421088218689,0.8062999993562698
15,0.44293319061398506,0,0.5750203132629395,0.8121999949216843
16,0.44908187644822256,0,0.5899532437324524,0.8112999945878983
17,0.4285602979362011,0,0.5733086466789246,0.8082000017166138
18,0.4095025286078453,0,0.6157087683677673,0.8021000027656555
19,0.4080120362341404,0,0.5109621286392212,0.8282999992370605
20,0.3485930487513542,0,0.6141089797019958,0.8050000071525574
21,0.38592589274048805,0,0.5805537104606628,0.8155999928712845
22,0.353587133543832,0,0.5600577592849731,0.8188000023365021
23,0.3509480953216553,0,0.4842907190322876,0.8437999933958054
24,0.3574681971222162,0,0.6495006680488586,0.8074000030755997
25,0.35095417127013206,0,0.49220010638237,0.8419000059366226
26,0.2936054393649101,0,0.4980296790599823,0.838699996471405
27,0.29837104039532797,0,0.4997974634170532,0.8407000005245209
28,0.31066406331956387,0,0.6056100130081177,0.8255999982357025
29,0.37356062047183514,0,0.44047197699546814,0.8526999950408936
30,0.29461810551583767,0,0.507995069026947,0.8379999995231628
31,0.2652903348207474,0,0.5259527564048767,0.8373000025749207
32,0.31787273846566677,0,0.6611181497573853,0.8013000041246414
33,0.27577562630176544,0,0.4398556053638458,0.8570999950170517
34,0.29301128908991814,0,0.5274427533149719,0.8376999944448471
35,0.26275606639683247,0,0.4844343662261963,0.8466999977827072
36,0.2555133830755949,0,0.5119495391845703,0.837799996137619
37,0.2682328727096319,0,0.5506157279014587,0.833199992775917
38,0.31437397428921293,0,0.5203168392181396,0.8349999934434891
39,0.26828574016690254,0,0.40326350927352905,0.8651999980211258
40,0.24267301708459854,0,0.4510062634944916,0.8562999963760376
41,0.28011600859463215,0,0.47600677609443665,0.8527999967336655
42,0.3065246529877186,0,0.5945782661437988,0.8246999979019165
43,0.28332738764584064,0,0.44690796732902527,0.8639000058174133
44,0.305383916412081,0,0.5017030835151672,0.840599998831749
45,0.24469804391264915,0,0.5041804313659668,0.838699996471405
46,0.26534194126725197,0,0.4348519444465637,0.8613000065088272
47,0.24279413558542728,0,0.4790601134300232,0.8489000052213669
48,0.2242843545973301,0,0.4481344223022461,0.8576000034809113
49,0.25681816041469574,0,0.5013521313667297,0.8505000025033951
50,0.27563076998506275,0,0.3885830342769623,0.8726000040769577
51,0.26560785435140133,0,0.42673662304878235,0.868599995970726
52,0.28014536015689373,0,0.6162378191947937,0.8218999952077866
53,0.2846698109060526,0,0.4629141688346863,0.8563999980688095
54,0.2652361858636141,0,0.555833101272583,0.8321000039577484
55,0.19553796627691813,0,0.8451316356658936,0.7847999930381775
56,0.2233102973550558,0,0.4935421943664551,0.8438999950885773
57,0.2145500499755144,0,0.5454075932502747,0.8385999947786331
