epoch,train_loss,train_acc,val_loss,val_acc
0,1.0709288120269775,0,0,0
1,0.08951424807310104,0,0,0
2,0.025254851207137108,0,0,0
3,0.011235695332288742,0,0,0
4,0.007913423702120781,0,0,0
5,0.00919143483042717,0,0,0
6,0.010232185944914818,0,0,0
7,0.011265824548900127,0,0,0
8,0.026765327900648117,0,0.18502244353294373,0.9449813961982727
